name,name_variants,papers_with_clevers,first_copublication,last_copublication,group_affiliation_first_year,group_affiliation_last_year,evidence_tier,site,role_assigned,role_source
"Bortolami, Alessio","Bortolami, Alessio",1,2021,2021,,,C,,,
"Bos, Frank L","Bos, Frank L",1,2021,2021,2021,2021,A,Princess Máxima,,
"Bosmans, Lynn","Bosmans, Lynn",1,2021,2021,2021,2021,A,Hubrecht/NIOB,,
"Boucher, Charles","Boucher, Charles",1,2021,2021,,,C,,,
"Boutros, Michael","Boutros, Michael",1,2021,2021,,,C,,,
"Boyancé, Aurélien","Boyancé, Aurélien",1,2021,2021,,,C,,,
"Bočkaj, Irena","Bočkaj, Irena",1,2021,2021,,,C,,,
"Brenner, Malcolm K","Brenner, Malcolm K",1,2021,2021,,,C,,,
"Brentnall, Teresa A","Brentnall, Teresa A",1,2021,2021,,,C,,,
"Broekhuis, Mathilde J C","Broekhuis, Mathilde J C",1,2021,2021,,,C,,,
"Bruggeman, Sophia W M","Bruggeman, Sophia W M",1,2021,2021,,,C,,,
"Buscop-van Kempen, Marjon","Buscop-van Kempen, Marjon",1,2021,2021,,,C,,,
"Caligiuri, Michael A","Caligiuri, Michael A",1,2021,2021,,,C,,,
"Camp, J Gray","Camp, J Gray",1,2021,2021,,,C,,,
"Carofiglio, Fabrizia","Carofiglio, Fabrizia",1,2021,2021,,,C,,,
"Carrillo, Léo","Carrillo, Léo",1,2021,2021,2021,2021,A,Hubrecht/NIOB,,
"Cavazzana, Marina","Cavazzana, Marina",1,2021,2021,,,C,,,
"Chaboissier, Marie-Christine","Chaboissier, Marie-Christine",1,2021,2021,,,C,,,
"Chassot, Anne-Amandine","Chassot, Anne-Amandine",1,2021,2021,,,C,,,
"Chertkova, Anna O","Chertkova, Anna O",1,2021,2021,,,C,,,
"Chu, Xiaojing","Chu, Xiaojing",1,2021,2021,,,C,,,
"Clark, William","Clark, William",1,2021,2021,,,C,,,
"Colantuono, Chiara","Colantuono, Chiara",1,2021,2021,,,C,,,
"Cooke, Emer","Cooke, Emer",1,2021,2021,,,C,,,
"Coste, Agnès","Coste, Agnès",1,2021,2021,,,C,,,
"Dangol, Gita","Dangol, Gita",1,2021,2021,,,C,,,
"Dao, Khoi","Dao, Khoi",1,2021,2021,,,C,,,
"De Crignis, Elisa","De Crignis, Elisa",1,2021,2021,,,C,,,
"Demmers, Jeroen A A","Demmers, Jeroen A A",1,2021,2021,,,C,,,
"Dhar, Neeraj","Dhar, Neeraj",1,2021,2021,,,C,,,
"Di Filippo, Lucio","Di Filippo, Lucio",1,2021,2021,,,C,,,
"Dubois, Anaëlle","Dubois, Anaëlle",1,2021,2021,,,C,,,
"Dzau, Victor J","Dzau, Victor J",1,2021,2021,,,C,,,
"Eenjes, Evelien","Eenjes, Evelien",1,2021,2021,,,C,,,
"Eickelberg, Oliver","Eickelberg, Oliver",1,2021,2021,,,C,,,
"Eitan, Kerem","Eitan, Kerem",1,2021,2021,,,C,,,
"Ellis, Lee M","Ellis, Lee M",1,2021,2021,,,C,,,
"Engels, Sem","Engels, Sem",1,2021,2021,2021,2021,A,Princess Máxima,,
"Englund, Johanna I","Englund, Johanna I",1,2021,2021,,,C,,,
"Eren, Elif","Eren, Elif",1,2021,2021,,,C,,,
"Essa, Khaled","Essa, Khaled",1,2021,2021,,,C,,,
"Fineberg, Harvey V","Fineberg, Harvey V",1,2021,2021,,,C,,,
"Fish, Paul V","Fish, Paul V",1,2021,2021,,,C,,,
"Forbes, Stuart J","Forbes, Stuart J",1,2021,2021,,,C,,,
"Frank, Dara W","Frank, Dara W",1,2021,2021,,,C,,,
"Franke, Lude","Franke, Lude",1,2021,2021,,,C,,,
"Gadella, Theodorus W J","Gadella, Theodorus W J",1,2021,2021,,,C,,,
"Garrett, Aliesha","Garrett, Aliesha",1,2021,2021,,,C,,,
"Ghosh, Bidyut","Ghosh, Bidyut",1,2021,2021,,,C,,,
"Gilchrist, Ella","Gilchrist, Ella",1,2021,2021,,,C,,,
"Gileles-Hillel, Alex","Gileles-Hillel, Alex",1,2021,2021,,,C,,,
"Giovannone, Barbara","Giovannone, Barbara",1,2021,2021,,,C,,,
"Gosens, Reinoud","Gosens, Reinoud",1,2021,2021,,,C,,,
"Gottschalk, Stephen","Gottschalk, Stephen",1,2021,2021,,,C,,,
"Groen, Nathalie","Groen, Nathalie",1,2021,2021,,,C,,,
"Guerrero, Paola A","Guerrero, Paola A",1,2021,2021,,,C,,,
"Hamburg, Margaret A","Hamburg, Margaret A",1,2021,2021,,,C,,,
"Hanemaaijer, Evelyn S","Hanemaaijer, Evelyn S",1,2021,2021,2021,2021,A,Princess Máxima,,
"Haymaker, Cara L","Haymaker, Cara L",1,2021,2021,,,C,,,
"Hedley, Ann","Hedley, Ann",1,2021,2021,,,C,,,
"Hessel, Audrey","Hessel, Audrey",1,2021,2021,,,C,,,
"Hiemstra, Pieter S","Hiemstra, Pieter S",1,2021,2021,,,C,,,
"Hietakangas, Ville","Hietakangas, Ville",1,2021,2021,,,C,,,
"Hodder, Michael C","Hodder, Michael C",1,2021,2021,,,C,,,
"Hosein, Abdel Nasser","Hosein, Abdel Nasser",1,2021,2021,,,C,,,
"Hossain, Tanvir","Hossain, Tanvir",1,2021,2021,,,C,,,
"Hynds, Robert E","Hynds, Robert E",1,2021,2021,,,C,,,
"Ioannidis, John P A","Ioannidis, John P A",1,2021,2021,,,C,,,
"Jaeger, Martin","Jaeger, Martin",1,2021,2021,,,C,,,
"Jamalpoor, Amer","Jamalpoor, Amer",1,2021,2021,,,C,,,
"Janes, Sam M","Janes, Sam M",1,2021,2021,,,C,,,
"Jansen, Katja","Jansen, Katja",1,2021,2021,,,C,,,
"Jansen, Trees","Jansen, Trees",1,2021,2021,,,C,,,
"Janssen, Manoe J","Janssen, Manoe J",1,2021,2021,,,C,,,
"Jin, Wei","Jin, Wei",1,2021,2021,,,C,,,
"Jones, Brendan C","Jones, Brendan C",1,2021,2021,,,C,,,
"Jones, E Yvonne","Jones, E Yvonne",1,2021,2021,,,C,,,
"Joosten, Irma","Joosten, Irma",1,2021,2021,,,C,,,
"Kan, Tsung Wai","Kan, Tsung Wai",1,2021,2021,,,C,,,
"Kennedy, Scott R","Kennedy, Scott R",1,2021,2021,,,C,,,
"Khalid, Mir Mubashir","Khalid, Mir Mubashir",1,2021,2021,,,C,,,
"Khedoe, P Padmini S J","Khedoe, P Padmini S J",1,2021,2021,,,C,,,
"Kim, Carla F","Kim, Carla F",1,2021,2021,,,C,,,
"Kirschner, Kristina","Kirschner, Kristina",1,2021,2021,,,C,,,
"Knott, Graham W","Knott, Graham W",1,2021,2021,,,C,,,
"Koeken, Valerie A C M","Koeken, Valerie A C M",1,2021,2021,,,C,,,
"Koenen, Hans J P M","Koenen, Hans J P M",1,2021,2021,,,C,,,
"Kohn, Donald B","Kohn, Donald B",1,2021,2021,,,C,,,
"Kohrn, Brendan F","Kohrn, Brendan F",1,2021,2021,,,C,,,
"Kok, Yannick P","Kok, Yannick P",1,2021,2021,,,C,,,
"Koopman, Charlotte D","Koopman, Charlotte D",1,2021,2021,,,C,,,
"Koutsothanassis, Christina","Koutsothanassis, Christina",1,2021,2021,,,C,,,
"Krainer, Adrian R","Krainer, Adrian R",1,2021,2021,,,C,,,
"Kroon, Andre A","Kroon, Andre A",1,2021,2021,,,C,,,
"Kumar, Vinod","Kumar, Vinod",1,2021,2021,,,C,,,
"Königshoff, Melanie","Königshoff, Melanie",1,2021,2021,,,C,,,
"Laterza, Cecilia","Laterza, Cecilia",1,2021,2021,,,C,,,
"Lawler, Mark","Lawler, Mark",1,2021,2021,,,C,,,
"Le Rolle, Morgane","Le Rolle, Morgane",1,2021,2021,,,C,,,
"Lee, I-Hsiu","Lee, I-Hsiu",1,2021,2021,,,C,,,
"Leedham, Simon J","Leedham, Simon J",1,2021,2021,,,C,,,
"Lefèvre, Lise","Lefèvre, Lise",1,2021,2021,,,C,,,
"Lemaigre, Frédéric","Lemaigre, Frédéric",1,2021,2021,,,C,,,
"Lentjes, Eef G W M","Lentjes, Eef G W M",1,2021,2021,,,C,,,
"Levtchenko, Elena","Levtchenko, Elena",1,2021,2021,,,C,,,
"Liberali, Prisca","Liberali, Prisca",1,2021,2021,,,C,,,
"Lilien, Marc R","Lilien, Marc R",1,2021,2021,,,C,,,
"Lin, Qing S","Lin, Qing S",1,2021,2021,,,C,,,
"Loeb, Lawrence A","Loeb, Lawrence A",1,2021,2021,,,C,,,
"Loubat, Agnès","Loubat, Agnès",1,2021,2021,,,C,,,
"Luopajärvi, Kalle","Luopajärvi, Kalle",1,2021,2021,,,C,,,
"Lähde, Marianne","Lähde, Marianne",1,2021,2021,,,C,,,
"Mahlandt, Eike K","Mahlandt, Eike K",1,2021,2021,,,C,,,
"Maitra, Anirban","Maitra, Anirban",1,2021,2021,,,C,,,
"Marks, Peter","Marks, Peter",1,2021,2021,,,C,,,
"Marsee, Ary","Marsee, Ary",1,2021,2021,,,C,,,
"Martini, Tosca E I","Martini, Tosca E I",1,2021,2021,,,C,,,
"Massa, Filippo","Massa, Filippo",1,2021,2021,,,C,,,
"Mathews, Ian T","Mathews, Ian T",1,2021,2021,,,C,,,
"Maus, Marcela V","Maus, Marcela V",1,2021,2021,,,C,,,
"Mazzetto, Eva","Mazzetto, Eva",1,2021,2021,,,C,,,
"McKinney, John D","McKinney, John D",1,2021,2021,,,C,,,
"Mcgarry, Lynn","Mcgarry, Lynn",1,2021,2021,,,C,,,
"Meeuwsen-de Boer, Tiny G J","Meeuwsen-de Boer, Tiny G J",1,2021,2021,,,C,,,
"Metais, Arnaud","Metais, Arnaud",1,2021,2021,,,C,,,
"Meuleman, Saskia L","Meuleman, Saskia L",1,2021,2021,,,C,,,
"Minnee, Emma","Minnee, Emma",1,2021,2021,,,C,,,
"Monberg, Maria","Monberg, Maria",1,2021,2021,,,C,,,
"Mondria, Marin T","Mondria, Marin T",1,2021,2021,,,C,,,
"Moorlag, Simone","Moorlag, Simone",1,2021,2021,,,C,,,
"Moreau, Flavie","Moreau, Flavie",1,2021,2021,,,C,,,
"Morrisey, Edward","Morrisey, Edward",1,2021,2021,,,C,,,
"Moulos, Panagiotis","Moulos, Panagiotis",1,2021,2021,,,C,,,
"Mourits, Vera P","Mourits, Vera P",1,2021,2021,,,C,,,
"Nachmanson, Daniela","Nachmanson, Daniela",1,2021,2021,,,C,,,
"Najhawan, Mahan","Najhawan, Mahan",1,2021,2021,,,C,,,
"Najumudeen, Arafath K","Najumudeen, Arafath K",1,2021,2021,,,C,,,
"Naser, Emmanuelle","Naser, Emmanuelle",1,2021,2021,,,C,,,
"Nasreddin, Nadia","Nasreddin, Nadia",1,2021,2021,,,C,,,
"Netea-Maier, Romana T","Netea-Maier, Romana T",1,2021,2021,,,C,,,
"Neyrolles, Olivier","Neyrolles, Olivier",1,2021,2021,,,C,,,
"Ninaber, Dennis K","Ninaber, Dennis K",1,2021,2021,,,C,,,
"Nummela, Pirjo","Nummela, Pirjo",1,2021,2021,,,C,,,
"Okumura, Takashi","Okumura, Takashi",1,2021,2021,,,C,,,
"Oosting, Marije","Oosting, Marije",1,2021,2021,,,C,,,
"Otten, Henny G","Otten, Henny G",1,2021,2021,2021,2021,A,UMC Utrecht Immunology,,
"Pagliari, Matteo","Pagliari, Matteo",1,2021,2021,,,C,,,
"Palstra, Robert-Jan","Palstra, Robert-Jan",1,2021,2021,,,C,,,
"Panzarin, Valentina","Panzarin, Valentina",1,2021,2021,,,C,,,
"Peixoto, Antonio","Peixoto, Antonio",1,2021,2021,,,C,,,
"Pellegata, Alessandro Filippo","Pellegata, Alessandro Filippo",1,2021,2021,,,C,,,
"Perin, Silvia","Perin, Silvia",1,2021,2021,,,C,,,
"Perret, Christine","Perret, Christine",1,2021,2021,,,C,,,
"Pettigrew, Roderic I","Pettigrew, Roderic I",1,2021,2021,,,C,,,
"Pinilla, Miriam","Pinilla, Miriam",1,2021,2021,,,C,,,
"Planès, Rémi","Planès, Rémi",1,2021,2021,,,C,,,
"Pleijte, Corine","Pleijte, Corine",1,2021,2021,2021,2021,A,Princess Máxima,,
"Postma, Marten","Postma, Marten",1,2021,2021,,,C,,,
"Pourfarzad, Farzin","Pourfarzad, Farzin",1,2021,2021,2021,2021,A,Hubrecht/NIOB,,
"Péricat, David","Péricat, David",1,2021,2021,,,C,,,
"Rajapakshe, Kimal","Rajapakshe, Kimal",1,2021,2021,,,C,,,
"Rao, Shringar","Rao, Shringar",1,2021,2021,,,C,,,
"Rega, Laura Rita","Rega, Laura Rita",1,2021,2021,,,C,,,
"Reiss, Irwin K M","Reiss, Irwin K M",1,2021,2021,,,C,,,
"Risques, Rosa Ana","Risques, Rosa Ana",1,2021,2021,,,C,,,
"Ristimäki, Ari","Ristimäki, Ari",1,2021,2021,,,C,,,
"Romal, Shahla","Romal, Shahla",1,2021,2021,,,C,,,
"Rombouts, Yoann","Rombouts, Yoann",1,2021,2021,,,C,,,
"Roszik, Jason","Roszik, Jason",1,2021,2021,,,C,,,
"Rottier, Robbert J","Rottier, Robbert J",1,2021,2021,,,C,,,
"Ryan, Amy L","Ryan, Amy L",1,2021,2021,,,C,,,
"Salk, Jesse J","Salk, Jesse J",1,2021,2021,,,C,,,
"Sanna, Serena","Sanna, Serena",1,2021,2021,,,C,,,
"Santoni, Karin","Santoni, Karin",1,2021,2021,,,C,,,
"Scharaw, Sandra","Scharaw, Sandra",1,2021,2021,,,C,,,
"Schedl, Andreas","Schedl, Andreas",1,2021,2021,,,C,,,
"Schüller, Ulrich","Schüller, Ulrich",1,2021,2021,,,C,,,
"Seiler, Jonas","Seiler, Jonas",1,2021,2021,,,C,,,
"Sharma, Kunal","Sharma, Kunal",1,2021,2021,,,C,,,
"Sharma, Sonia","Sharma, Sonia",1,2021,2021,,,C,,,
"Siemann, Megan","Siemann, Megan",1,2021,2021,,,C,,,
"Signorino-Gelo, François","Signorino-Gelo, François",1,2021,2021,,,C,,,
"Sijbesma, Stijn F","Sijbesma, Stijn F",1,2021,2021,2021,2021,A,Hubrecht/NIOB,,
"Simeone, Roxane","Simeone, Roxane",1,2021,2021,,,C,,,
"Singhi, Aatur","Singhi, Aatur",1,2021,2021,,,C,,,
"Slats, Annelies M","Slats, Annelies M",1,2021,2021,,,C,,,
"Smeekens, Sanne P","Smeekens, Sanne P",1,2021,2021,,,C,,,
"Smits, Milou H H","Smits, Milou H H",1,2021,2021,2021,2021,A,Hubrecht/NIOB,,
"Soong, T Rinda","Soong, T Rinda",1,2021,2021,,,C,,,
"Stok, Colin","Stok, Colin",1,2021,2021,,,C,,,
"Stripp, Barry R","Stripp, Barry R",1,2021,2021,,,C,,,
"Stuart, Hannah","Stuart, Hannah",1,2021,2021,,,C,,,
"Sun, Lin","Sun, Lin",1,2021,2021,,,C,,,
"Swisher, Elizabeth M","Swisher, Elizabeth M",1,2021,2021,,,C,,,
"Takebe, Takanori","Takebe, Takanori",1,2021,2021,,,C,,,
"Tang, Hong","Tang, Hong",1,2021,2021,,,C,,,
"Tao, Yong","Tao, Yong",1,2021,2021,,,C,,,
"Terzic, Andre","Terzic, Andre",1,2021,2021,,,C,,,
"Thacker, Vivek V","Thacker, Vivek V",1,2021,2021,,,C,,,
"Thapar, Nikhil","Thapar, Nikhil",1,2021,2021,,,C,,,
"Trani Bustos, Marc","Trani Bustos, Marc",1,2021,2021,2021,2021,A,Hubrecht/NIOB,,
"Treutlein, Barbara","Treutlein, Barbara",1,2021,2021,,,C,,,
"Turchi, Laurent","Turchi, Laurent",1,2021,2021,,,C,,,
"Turtle, Cameron J","Turtle, Cameron J",1,2021,2021,,,C,,,
"Veersema, Sebastiaan","Veersema, Sebastiaan",1,2021,2021,,,C,,,
"Verjans, Georges M G M","Verjans, Georges M G M",1,2021,2021,,,C,,,
"Veys, Koenraad R","Veys, Koenraad R",1,2021,2021,,,C,,,
"Vincent, Jean-Paul","Vincent, Jean-Paul",1,2021,2021,,,C,,,
"Voskuil, Koen","Voskuil, Koen",1,2021,2021,,,C,,,
"Wardak, Hila","Wardak, Hila",1,2021,2021,2021,2021,A,Hubrecht/NIOB,,
"Wardenaar, René","Wardenaar, René",1,2021,2021,,,C,,,
"Watrous, Jeramie D","Watrous, Jeramie D",1,2021,2021,,,C,,,
"Webb, Anna T","Webb, Anna T",1,2021,2021,,,C,,,
"Wijmenga, Cisca","Wijmenga, Cisca",1,2021,2021,,,C,,,
"Williams, David A","Williams, David A",1,2021,2021,,,C,,,
"Willis, Nicky J","Willis, Nicky J",1,2021,2021,,,C,,,
"Woermann, Sonja M","Woermann, Sonja M",1,2021,2021,,,C,,,
"Wolchok, Jedd D","Wolchok, Jedd D",1,2021,2021,,,C,,,
"Yang, Ming","Yang, Ming",1,2021,2021,,,C,,,
"Zaal, Esther A","Zaal, Esther A",1,2021,2021,,,C,,,
"Zacharias, William J","Zacharias, William J",1,2021,2021,,,C,,,
"Zaid, Mohamed","Zaid, Mohamed",1,2021,2021,,,C,,,
"de Bree, Charlotte","de Bree, Charlotte",1,2021,2021,,,C,,,
"de Camargo Magalhães, Eduardo S","de Camargo Magalhães, Eduardo S",1,2021,2021,,,C,,,
"de Man, Saskia M A","de Man, Saskia M A",1,2021,2021,,,C,,,
"de Waal, Amy","de Waal, Amy",1,2021,2021,2021,2021,A,Hubrecht/NIOB,,
"van Buul, Jaap D","van Buul, Jaap D",1,2021,2021,,,C,,,
"van Gelder, Charlotte Agh","van Gelder, Charlotte Agh",1,2021,2021,,,C,,,
"van Riet, Sander","van Riet, Sander",1,2021,2021,,,C,,,
"van Santen, Hanneke M","van Santen, Hanneke M",1,2021,2021,2021,2021,A,Princess Máxima,,
"van Vugt, Marcel A T M","van Vugt, Marcel A T M",1,2021,2021,,,C,,,
"van den Bos, Hilda","van den Bos, Hilda",1,2021,2021,,,C,,,
"van der Welle, Reini En","van der Welle, Reini En",1,2021,2021,,,C,,,
"Aarts-Riemens, Tineke","Aarts-Riemens, Tineke",1,2022,2022,2022,2022,A,UMC Utrecht Immunology,,
"Abi-Hachem, Ralph","Abi-Hachem, Ralph",1,2022,2022,,,C,,,
"Aglave, Marine","Aglave, Marine",1,2022,2022,,,C,,,
"Allen, Jawara","Allen, Jawara",1,2022,2022,,,C,,,
"Alves Costa Silva, Carolina","Alves Costa Silva, Carolina",1,2022,2022,,,C,,,
"Antonia, Scott","Antonia, Scott",1,2022,2022,,,C,,,
"Au, Wing-Kuk","Au, Wing-Kuk",1,2022,2022,,,C,,,
"Aymeric, Laetitia","Aymeric, Laetitia",1,2022,2022,,,C,,,
"Bani, Mohamed-Amine","Bani, Mohamed-Amine",1,2022,2022,,,C,,,
"Bankaitis, Eric","Bankaitis, Eric",1,2022,2022,,,C,,,
"Bao, Yichao","Bao, Yichao",1,2022,2022,,,C,,,
"Barnabé-Heider, Fanie","Barnabé-Heider, Fanie",1,2022,2022,,,C,,,
"Barroso, Margarida","Barroso, Margarida",1,2022,2022,,,C,,,
"Bartelink-Clements, Carina","Bartelink-Clements, Carina",1,2022,2022,,,C,,,
"Basmeleh, Abdul","Basmeleh, Abdul",1,2022,2022,,,C,,,
"Berrard, Sylvie","Berrard, Sylvie",1,2022,2022,,,C,,,
"Bessard, Anne","Bessard, Anne",1,2022,2022,,,C,,,
"Bijlsma, Maarten F","Bijlsma, Maarten F",1,2022,2022,,,C,,,
"Blotenburg, Marloes","Blotenburg, Marloes",1,2022,2022,2022,2022,A,Hubrecht/NIOB,,
"Boelaars, Kelly","Boelaars, Kelly",1,2022,2022,,,C,,,
"Bonanini, Flavio","Bonanini, Flavio",1,2022,2022,,,C,,,
"Bosq, Jacques","Bosq, Jacques",1,2022,2022,,,C,,,
"Bruijns, Sven C M","Bruijns, Sven C M",1,2022,2022,,,C,,,
"Buchholz, Maj-Britt","Buchholz, Maj-Britt",1,2022,2022,2022,2022,A,Princess Máxima,,
"Cabellos, Laia","Cabellos, Laia",1,2022,2022,,,C,,,
"Cartry, Jérôme","Cartry, Jérôme",1,2022,2022,,,C,,,
"Cañellas-Socias, Adrià","Cañellas-Socias, Adrià",1,2022,2022,,,C,,,
"Chheda, Milan G","Chheda, Milan G",1,2022,2022,,,C,,,
"Chicote, Irene","Chicote, Irene",1,2022,2022,,,C,,,
"Chuang, Jeffrey H","Chuang, Jeffrey H",1,2022,2022,,,C,,,
"Cortina, Carme","Cortina, Carme",1,2022,2022,,,C,,,
"DeVilla, Jessica","DeVilla, Jessica",1,2022,2022,,,C,,,
"Deloger, Marc","Deloger, Marc",1,2022,2022,,,C,,,
"Derosa, Lisa","Derosa, Lisa",1,2022,2022,,,C,,,
"Dinkelberg, Roelof","Dinkelberg, Roelof",1,2022,2022,,,C,,,
"Domansky, Karel","Domansky, Karel",1,2022,2022,,,C,,,
"Droin, Nathalie","Droin, Nathalie",1,2022,2022,,,C,,,
"Duong, Connie P M","Duong, Connie P M",1,2022,2022,,,C,,,
"Eggermont, Alexander M M","Eggermont, Alexander M M",1,2022,2022,2022,2022,A,Princess Máxima,,
"Elez, Elena","Elez, Elena",1,2022,2022,,,C,,,
"Eppink, Berina","Eppink, Berina",1,2022,2022,,,C,,,
"Fahrner, Jean-Eudes","Fahrner, Jean-Eudes",1,2022,2022,,,C,,,
"Fasci, Domenico","Fasci, Domenico",1,2022,2022,2022,2022,A,UMC Utrecht Immunology,,
"Fatrai, Szabolcs","Fatrai, Szabolcs",1,2022,2022,,,C,,,
"Ferrere, Gladys","Ferrere, Gladys",1,2022,2022,,,C,,,
"Fidelle, Marine","Fidelle, Marine",1,2022,2022,,,C,,,
"Garcia-Vallejo, Juan J","Garcia-Vallejo, Juan J",1,2022,2022,,,C,,,
"García, Silvia Bonilla","García, Silvia Bonilla",1,2022,2022,,,C,,,
"Gex, Donald","Gex, Donald",1,2022,2022,,,C,,,
"Gilliam-Vigh, Hannah","Gilliam-Vigh, Hannah",1,2022,2022,,,C,,,
"Giovannetti, Elisa","Giovannetti, Elisa",1,2022,2022,,,C,,,
"Glass, Carolyn","Glass, Carolyn",1,2022,2022,,,C,,,
"Glodzik, Dominik","Glodzik, Dominik",1,2022,2022,,,C,,,
"Goldstein, Bradley J","Goldstein, Bradley J",1,2022,2022,,,C,,,
"Goubet, Anne-Gaëlle","Goubet, Anne-Gaëlle",1,2022,2022,,,C,,,
"Göritz, Christian","Göritz, Christian",1,2022,2022,,,C,,,
"Hamele, Cait","Hamele, Cait",1,2022,2022,,,C,,,
"Harding, Alfred T","Harding, Alfred T",1,2022,2022,,,C,,,
"Heaton, Brook E","Heaton, Brook E",1,2022,2022,,,C,,,
"Heaton, Nicholas S","Heaton, Nicholas S",1,2022,2022,,,C,,,
"Herpers, Bram","Herpers, Bram",1,2022,2022,,,C,,,
"Hofman, Paul","Hofman, Paul",1,2022,2022,,,C,,,
"Hu, Xiang","Hu, Xiang",1,2022,2022,,,C,,,
"Huang, Dan","Huang, Dan",1,2022,2022,,,C,,,
"Iebba, Valerio","Iebba, Valerio",1,2022,2022,,,C,,,
"Isaacs, James","Isaacs, James",1,2022,2022,,,C,,,
"James, Mark I","James, Mark I",1,2022,2022,,,C,,,
"Jang, David","Jang, David",1,2022,2022,,,C,,,
"Jia, Jingquan","Jia, Jingquan",1,2022,2022,,,C,,,
"Jiang, Peihua","Jiang, Peihua",1,2022,2022,,,C,,,
"Johnson, Hannah R","Johnson, Hannah R",1,2022,2022,2022,2022,A,Princess Máxima,,
"Kaochar, Salma","Kaochar, Salma",1,2022,2022,,,C,,,
"Kazemier, Geert","Kazemier, Geert",1,2022,2022,,,C,,,
"Kepp, Oliver","Kepp, Oliver",1,2022,2022,,,C,,,
"Keramati, Farid","Keramati, Farid",1,2022,2022,2022,2022,A,Princess Máxima,,
"Knop, Filip K","Knop, Filip K",1,2022,2022,,,C,,,
"Kramer, Bart","Kramer, Bart",1,2022,2022,,,C,,,
"Lafarge, Antoine","Lafarge, Antoine",1,2022,2022,,,C,,,
"Lahmar, Imran","Lahmar, Imran",1,2022,2022,,,C,,,
"Lammerts van Bueren, Jeroen J","Lammerts van Bueren, Jeroen J",1,2022,2022,,,C,,,
"Le Large, Tessa Y S","Le Large, Tessa Y S",1,2022,2022,,,C,,,
"Levin, Solomon","Levin, Solomon",1,2022,2022,,,C,,,
"Li, R J Eveline","Li, R J Eveline",1,2022,2022,,,C,,,
"Lin, Xiaoli","Lin, Xiaoli",1,2022,2022,,,C,,,
"Liu, Fangqi","Liu, Fangqi",1,2022,2022,,,C,,,
"Llorens-Bobadilla, Enric","Llorens-Bobadilla, Enric",1,2022,2022,,,C,,,
"Lordello, Leonardo","Lordello, Leonardo",1,2022,2022,,,C,,,
"Luo, Wenqin","Luo, Wenqin",1,2022,2022,,,C,,,
"Ly, Pierre","Ly, Pierre",1,2022,2022,,,C,,,
"Ma, Xiaoji","Ma, Xiaoji",1,2022,2022,,,C,,,
"Madunić, Katarina","Madunić, Katarina",1,2022,2022,,,C,,,
"Mann, Fanny","Mann, Fanny",1,2022,2022,,,C,,,
"Mansouri, Gibrail","Mansouri, Gibrail",1,2022,2022,,,C,,,
"Margolskee, Robert F","Margolskee, Robert F",1,2022,2022,,,C,,,
"Marrer-Berger, Estelle","Marrer-Berger, Estelle",1,2022,2022,,,C,,,
"Matsumoto, Ichiro","Matsumoto, Ichiro",1,2022,2022,,,C,,,
"Matysiak-Budnik, Tamara","Matysiak-Budnik, Tamara",1,2022,2022,,,C,,,
"Mazzenga, Marine","Mazzenga, Marine",1,2022,2022,,,C,,,
"Meerlo, Maaike","Meerlo, Maaike",1,2022,2022,,,C,,,
"Meijer, Laura L","Meijer, Laura L",1,2022,2022,,,C,,,
"Meric-Bernstam, Funda","Meric-Bernstam, Funda",1,2022,2022,,,C,,,
"Meyer, Clifford A","Meyer, Clifford A",1,2022,2022,,,C,,,
"Meyer, Marine","Meyer, Marine",1,2022,2022,,,C,,,
"Mou, Haiwei","Mou, Haiwei",1,2022,2022,,,C,,,
"Naegle, Kristen M","Naegle, Kristen M",1,2022,2022,,,C,,,
"Neunlist, Michel","Neunlist, Michel",1,2022,2022,,,C,,,
"Ng, Denise","Ng, Denise",1,2022,2022,,,C,,,
"Nuciforo, Paolo","Nuciforo, Paolo",1,2022,2022,,,C,,,
"O'Hagan, Heather M","O'Hagan, Heather M",1,2022,2022,,,C,,,
"O'Toole, Tom","O'Toole, Tom",1,2022,2022,,,C,,,
"Oh, Sehwa","Oh, Sehwa",1,2022,2022,,,C,,,
"Opolon, Paule","Opolon, Paule",1,2022,2022,,,C,,,
"Pasolli, Edoardo","Pasolli, Edoardo",1,2022,2022,,,C,,,
"Pera, Martin F","Pera, Martin F",1,2022,2022,,,C,,,
"Perova, Zinaida","Perova, Zinaida",1,2022,2022,,,C,,,
"Pizzato, Eugénie","Pizzato, Eugénie",1,2022,2022,,,C,,,
"Politi, Katerina A","Politi, Katerina A",1,2022,2022,,,C,,,
"Poulsen, Steen S","Poulsen, Steen S",1,2022,2022,,,C,,,
"Previdi, Sara","Previdi, Sara",1,2022,2022,,,C,,,
"Puget, Angélique","Puget, Angélique",1,2022,2022,,,C,,,
"Quayle, William","Quayle, William",1,2022,2022,,,C,,,
"Queiroz, Karla","Queiroz, Karla",1,2022,2022,,,C,,,
"Quiniou, Valentin","Quiniou, Valentin",1,2022,2022,,,C,,,
"Ramos-Espiritu, Lavoisier","Ramos-Espiritu, Lavoisier",1,2022,2022,,,C,,,
"Ramírez, Lorena","Ramírez, Lorena",1,2022,2022,,,C,,,
"Raphael, Benjamin J","Raphael, Benjamin J",1,2022,2022,,,C,,,
"Reckzeh, Elena S","Reckzeh, Elena S",1,2022,2022,2022,2022,A,Hubrecht/NIOB,,
"Rim, Ellen Youngsoo","Rim, Ellen Youngsoo",1,2022,2022,,,C,,,
